description,genre
"Elisa, a beautiful woman in her late thirties, changing her plans at the last minute, cancels her flight to London where she was going to meet her older lover. She is a professional mistress who finances a comfortable life style as the kept woman of old rich men. Óscar, her wealthy aging lover, has been supporting her financially in exchange for one weekend a month of her time. When he calls her up to protest, Elisa has decided to end their affair and hangs up the phone. The building where Elisa lives in Madrid is almost empty for the weekend since, except for her next door neighbors, there are only offices. The other occupant is the half deaf meddlesome concierge. Alone in her apartment, Elisa takes a shower and wants to relax, but she begins to hear suspicious noises. She exits her apartment to investigate and finds her next-door neighbor,...",Horror
"Motorist Jane Lindstrom has a blowout and seeks assistance at an estate owned by Caligari, a very polite man with a German accent. After spending the night she finds that Caligari will not let her leave; he proceeds to ask some personal questions and shows her disgusting pictures. Prevented by guards from leaving, and unable to telephone, Jane seeks allies among the other guests but finds only three possible candidates: the older Paul, the younger Mark , and a lively elderly woman named Ruth. After seeing Ruth tortured, Jane goes to Paul who convinces her to confront Caligari. Jane does so and tries to seduce him, as she suspects he has been spying on her in the bath. After that fails, Caligari reveals that he and Paul and are one and the same person and Jane runs down a corridor of wildly shifting imagery that acts as a transition. Finally...",Horror
"When an abandoned textile mill is reopened, several employees meet mysterious deaths. The link between the killings: all occurred between the hours of 11 p.m. and 7 a.m.—the graveyard shift. The sadistic mill foreman has chosen newly-hired drifter John Hall to help a group clean up the mill's rat-infested basement. The workers find a subterranean maze of tunnels leading to the cemetery—and an unimaginable horror that comes alive in the dead of night.",Horror
"A girl named Susan Jeremy is adored by all the boys at her school. However, there was one boy, Harold, who is taking it way too far. He sends Susan love notes constantly, asking her to be his girlfriend. Finally, when he was turned down for another boy named David and mocked on Valentine's Day, Harold decides he's had enough. After breaking into Susan's house, he kills David by breaking his neck on a coat hanger and running away, laughing maniacally. Now, nineteen years later, Mrs. Jeremy seems to have forgotten the murder and, more importantly, Harold. However, Harold has not forgotten about Susan. When Susan is sent to her local hospital for a ""routine checkup"", she discovers someone does not want her to leave. A masked killer disguised as a surgeon is stalking her and stabbing, strangling or beating anyone that gets in his way.",Horror
"A boy that has been raised by wolves is displayed as a circus freak. Then he grows up, becomes a zookeeper and falls in love with a prostitute. His jealousy brings out his wolf side, changing him into a werewolf so that he can kill her clients.",Horror
"During the winter of 1846, a group of ill-fated pioneers, known as the Donner Party, were on their way to California through a newly discovered mountain pass. They encountered the worst blizzard ever recorded, trapping them with little food or shelter. The story begins in 2008 as six friends arrive at an isolated cabin to enjoy a long weekend in the snow. An epic snowstorm interrupts their vacation, trapping them on the mountain and resurrecting the haunting ghosts of the Donner Party. They struggle to find out whether these are the true demonic 'entities' or if it is simply 'cabin fever' that is bringing out their fears and paranoia, causing friends to turn against each other as their reality deteriorates around them.",Horror
"Laura and her father Wilson arrive at a cottage in a secluded area in order to repair it since its owner Nestor will soon put the house on sale. Beforehand, he tells them that the floor on the second level is unstable and that it is unsafe to go upstairs. They intend to spend the night there in order to start the repairs the following morning and everything seems to go on smoothly until Laura hears a sound in the upper floor of the house. Wilson goes up to see what is going on while Laura remains downstairs; La Casa Muda focuses on Laura's plight, second by second, as she tries to leave the house unharmed and ends up discovering the dark secret it hides.",Horror
"After a series of murders in San Francisco that all take place inside closets, a reporter and his scientist friend decide to uncover the mystery and save California.""VideoHound's Golden Movie Retriever 2003"", page 514. Gale Group, Inc., 2004 The film contains many comical and subtle references to homosexuality. The title referencing the state of being a closeted gay, the creature's sudden smitteness and affection for the handsome leading man even though there is no other indication that the creature is female, and the film ends with it collapsing & dying while marching on San Francisco!",Horror
"During a dinner given by a wealthy baron and his wife, four of her suitors attend the 19th century German manor. A shadow-player rescues the marriage by giving all the guests a vision of what might happen if the baron stays jealous and the suitors do not reduce their advances towards his beautiful wife. Or was it a vision?",Horror
"The film centers on a husband whose fanatical desire but inability to father children drives him to force his wife to undergo a dangerous experiment. This results in hatching a non-human life form in his wife's womb, and the birth of a multitude of THINGS.",Horror
"Janghwa Hongreonjeon is film based on a popular Korean fairy tale ""Janghwa Hongryeon jeon"" which had been previously filmed in 1924, 1936, 1956 and 1962.{{cite web}} Director Kim Ji-woon used the story as the basis of his 2003 film, A Tale of Two Sisters. The evil stepmother of sisters Jang-hwa and Hong-ryeon orders her son to murder the two girls so that she can claim the inheritance from the girls' father. But the sisters come back as ghosts seeking revenge.",Horror
"The film takes place in the year 1750 on the American frontier during the colonial days, before the United States declared its independence. A group of pioneers narrowly escape persecution when their preacher is accused of adultery and polygamy. The preacher, Will Smythe, is accused of having an affair with a married woman, Eloise Dalton whose husband is away hunting for food, and another woman, Leah, who is insane. Also among their group is Eloise's daughter Fanny Dalton, the couple Jewell Buchanan and Margaret Buchanan along with their daughter Cathleen, Calvin and his wife who goes by the name Sister, and their granddaughter Meg. As the group travels farther away from their town, the threat of attack from hostile Native American tribes becomes more prevalent until the group is eventually ambushed. Calvin does not survive the attack, but the others are protected by Leah, who has used witchcraft to provide...",Horror
"An American actress inherits a castle in Transylvania. What she does not know is that her ancestor, the Baroness Catali, was in actuality a vampire countess, and emerges from her tomb to ravage the nearby village and Catholic seminary.",Horror
"A teenage girl gains a scholarship to an all-male boarding school, but soon discovers that her classmates are becoming personality-less drones. As she investigates the school, she discovers the faculty may be experimenting on students.",Horror
"A lab mix-up accidentally swaps a vaccine with a virus that turns a high school full of students and teachers into flesh-eating zombies. But all is not lost: New student Aki discovers that the swim team is immune to the plague. With the school rampaged by ravenous monsters, the girls engage in an over-the-top orgy of gory violence to save the day. Sasa Handa, Yuria Hidaka and Hiromitsu Kiba star in this comic creature feature.",Horror
"A teacher at the fictional Wittering College in North London, Robert Anderson ([[David_Schofield_, is hit in the face by a pupil and forced to take three months' leave to avoid being sued by the parents of the child for giving the pupil an F grade, which is against school policy. Anderson is deeply affected by the incident and upon his return to teaching, he is an alcoholic, emotionally disturbed and separated from his wife, Helen . Their daughter, Kate , lives with her mother Helen and has classes with her father, but does not respect him. The headmistress, Sarah Balham , loathes Anderson and clearly wants to get rid of him, but the National Union of Teachers does not allow her to fire him. She indirectly accuses him of bad teaching and bringing alcohol into school. When Anderson reads about violence in another school, he sends a memo advising all...",Horror
"A group of unlikely companions receive a radio call leading to a deserted house with a grisly past. After exploring the house, the group makes the foolish decision to split up, leading to a trail of death and destruction as the house unleashes its deadly past. Along the way expect severed heads, exploding light bulbs, demonic clown dolls, and creepy children.",Horror
"A group of college students, including Allison , Chad , Chloe , Chuck , Jason , Naomi , Todd , Mitch and Mike , are going camping in West Virginia. While at a gas station, they encounter Tucker and Dale two well-meaning hillbillies who have just bought the vacation home of their dreams: a run-down lakefront cabin in the middle of the woods. On Tucker's advice, Dale tries to talk to Allison, but because of his inferiority complex and appearance, he only scares her and her friends. Tucker and Dale soon continue to their derelict cabin and are delighted in their new home despite structural hazards resulting from the building's state of disrepair and begin repair work. Meanwhile, in the nearby woods, the college students have set up camp. Chad tries to put the moves on Allison, but she spurns his advances, angering him. Later, around the campfire, Chad tells...",Horror
"In Los Angeles, Frank Davis ([[John P. Ryan and his wife Lenore are expecting their second child. Frank is a successful public relations consultant and his wife is a stay-at-home mom for their first child, Chris . The couple had avoided having a child for several years while Lenore took contraceptive pills. When the child is ready to be born, they leave Chris with a family friend, Charley and head to the hospital. Their second child is born monstrously deformed, with fangs and claws. Immediately after birth, one of the doctors attempts to suffocate the child. The child kills the doctors and nurses, and flees through a skylight. Lenore is left alive, screaming for her child as a horrified Frank discovers the carnage. Frank and Lenore are allowed to leave the hospital while the police investigate the killings. Unknown to anyone, the child is making its way to the Davis...",Horror
"{{Plot}} The film begins with a rogue agent, Maclain , in one of the rooms in the Bodega Bay Inn, reading Toulon's diary, hoping to find some secret to the formula. It's 1926, and Andre Toulon 's puppet set has been burned down. He and his wife Elsa are introduced to a Cairo Merchant . He claims to Toulon that there's another way of reanimation. He offers Toulon to buy the formula instead of using Afzel's Egyptian ring to bring puppets to life. Toulon and Elsa agree to buy it. Cut back to present day, the diary bursts into flames. As Maclain enters the basement, she finds a man named Eric Weiss talking to the last Toulon puppets: Blade, Pinhead, Jester, Tunneler, and Six Shooter. Eric explains that he knew Toulon before he died, and that he swore he wouldn't pass it to anyone else. Maclain threatens Eric with a...",Horror
"After her snobby schoolmates accidentally send her into a coma, poor little Kathy has only one way to get even--with her mind. Eva, another schoolgirl, falls under the spell of Kathy's vengeful psyche, which is capable of horrible destruction using telekinesis and even killer snails to do her bidding. Soon the hallways at St. Mary's School are filled with screaming, and there's no way to escape.",Horror
"In 1956, Gabriella —a girl with apparent psychic powers—is brought to the enormous house of Dr. Meyer in Chartres, France. Meyer intends to conduct an experiment testing her abilities. He takes her into his basement, where the youngster abruptly falls to her knees and begins digging into the dirt. ""This is where you're hiding, isn't it?"" Meyer yells. He rushes upstairs for help from his assistants and leaves Gabriella by herself. She is attacked by something unseen and is taken to the hospital. In the basement, further digging reveals a rotted corpse, with a nearby wallet identifying the dead man as Paolo Zeder. Dr. Meyer realizes that the earth in which Zeder was buried was a 'K-Zone'. In present day Bologna, Stefano , a novelist, is given an old typewriter as a birthday present by his wife Alessandra . One night, after Alessandra has gone to bed, he discovers a...",Horror
"When a group of pledges arrive at a secluded cabin for their fraternity initiation, they are met by a blood-thirsty lumberjack.http://www.rapidheart.com/",Horror
A filmmaker and his crew spend a weekend making a documentary in a cottage in Wales. Their film is never completed due to sinister forces in the building.,Horror
"TV show host Nami asks her viewers to send in home movies; she receives a snuff film apparently shot at a nearby factory. Taking a camera crew out to investigate, Nami finds the factory deserted. As Nami and her crew begin to scour the factory, they are murdered one-by-one in grisly fashion until only Nami remains. She ultimately discovers that the killer is Hideki, a small, fetus-like man conjoined to his fully grown, naive twin-brother, who seems unaware of the killings.",Horror
"The film centers on the eccentric Mooney family. Pa Mooney claims to be 199 years old, daughter Monica is a sadist, son Malcolm is a halfwit and the whole family are werewolves! Youngest daughter Diana returns home from medical school with a new husband, which Pa Mooney heartily disapproves of, but she is the last hope that they can overcome the ancient curse. Will she succeed?",Horror
"Cliff Addison and his wife, Abby , have a road accident. He walks away virtually unharmed, but she is left in a coma with her skin burned off. Cliff is told that there is a method of surgery that will allow her to live, but without speech or the ability to take care of herself. The nurse informs Cliff that if he chooses to discontinue any attempts to save his wife's life, he would need an attorney. Cliff consults with an attorney, who persuades him to let his wife die. It is with this consult with the attorney that he reveals that he had an affair, and laments that the last thing he could do for her is to kill her . Later, Cliff remembers an instance where his wife found his cell phone with a video of his mistress, Trish , stripping whilst moaning his name, destroying his defense...",Horror
Jodie is one of many female students who has a crush on Mr. Zerrudo her handsome teacher. One night Jodie discovers that Mr. Zerrudo is in fact a Jekyll-Hyde type creature who turns into a monster after he swallows a chemical. One by one the children who play at a neighborhood park are abducted by a Witawit monstrous looking creature who lives in the park’s trees. Nikkie and Yaya Tising try to get to the bottom of the mystery and rescue the abducted children. The colorful ladies who live in a crowded slum are all convinced that a Manananggal is responsible for a series of horrific murders. They suspect that their new neighbor Aling Iya is the bloodthirsty creature but Teks suspects that the barangay nun is the creature.,Horror
"In a building in Amsterdam, an elevator inexplicably begins to function alone. The victims of this anomaly are, in the course of the film, an elderly blind man , a night watchman of the building itself , and a janitor . At the beginning of the film, 2 pairs get trapped and almost suffocate in the elevator, which was inexplicably stopped after a power failure caused by lightning but the subsequent power restore didn't resume the elevator ride. A technician responsible for maintaining the elevator (Felix Adelaar , begins to examine the electrical system in an attempt to find any anomalies. During the course of several inspections, he meets a journalist, ""Mieke De Boer"" , who is a journalist for Niews Revu, a local newspaper. Felix says ""often find this tabloid in the trash."" Many inspections don't reveal any apparent malfunctions in the electrical system, but Felix seems to take...",Horror
"Kate is a workaholic with a failing relationship with her boyfriend. One night after falling asleep she dreams of one of her friends being thrown from a building by an unseen assailant. The police come to her the next day and reveal to her that her friend has, in fact, died. Kate, for a moment begins to wonder if she is responsible. She then realizes that it was not she who killed her friend, but her friend's double. One by one Kate's friends are hunted downed and killed with strange 'artifacts' removed from their bodies by their attackers. Kate then teams up with her boyfriend in hopes that they can escape the same fate.",Horror
A desperate pregnant girl agrees to an odd pact agreeing to play wife to a wealthy man living with his mother. She is taken to a secluded mansion where unbeknown to her there are plans to feed her unborn child to an aswang.,Horror
"Amy is an elementary school teacher who suffers from nightmares about doctors and hospitals, stemming from the circumstances of her father's death. On the afternoon of the day he proposed, Amy and her fiancé Nick are in a serious car accident. An ambulance takes Nick away without telling Amy which hospital they are going to. Amy and Lucas, the driver of the truck that hit them, try to find where Nick and Lucas' sister have been taken. Amy begins to hallucinate, seeing disfigured faces, including her own in a mirror. A little girl in her class, Melissa, claims she can help Amy find Nick, and gives Amy the name of St. Rosemary's Hospital. Amy and Lucas learn that St. Rosemary's, which was rumored to be the home of devil worshipers, was destroyed in a fire some 70 years ago, along with all the nurses and staff, who refused to leave....",Horror
"{{Plot}} Christine Day is an opera singer in modern day Manhattan who is searching for a unique piece to sing at her next audition. Her friend and manager Meg discovers an old opera piece called Don Juan Triumphant, written by a composer named Erik Destler. Curious, Christine and Meg do a little digging on Destler, and discover he may have been responsible for many murders and the disappearance of a young female opera singer he was said to have been obsessed with. While Christine is alone, she sings from the tattered parchment and blood seeps from the notes and covers her hands. Shocked, she discovers this to be an illusion when Meg returns. Christine auditions with the piece and during her performance, an accident with a falling sandbag renders her unconscious and shatters a mirror. She awakens in London in 1881, wearing opera clothing. A different version of Meg is...",Horror
"Picking up one day after the events of Friday the 13th Part 2, the horribly deformed mass murderer Jason Voorhees has survived his attack at the hands of Paul Holt and Ginny Field and has migrated to a store where he has to steal new clothes. He then murders the store owners, Harold, with a meat cleaver slammed into his chest, and his wife, Edna, with one of her own knitting needles through the back of her head, before moving on to a nearby lakefront property called Higgins Haven. At the same time, a girl named Chris Higgins, who was attacked by a mysterious, disfigured stranger in the woods near Crystal Lake two years earlier, returns to the property with her friends Debbie, Andy, Shelly, Vera, Chuck, and Chili. After meeting Abel, an inebriated, religious fanatic who warns them to turn back, the gang meets Chris' boyfriend Rick at their...",Horror
"The film opens with a simpleton from a small village in Tamil Nadu wanting to become a musician in the Tamil film industry. The role played by debutant Prabhu goes to Chennai in search of his dream career where he meets Pandya . Pandya helps Prabhu into the big city life and they become good friends. Prabhu meets Yazhini who helps him meet a famous Director, who gives Prabhu a chance to prove his music skills. On becoming a successful man, Prabhu finds love in Yazhini who helped him achieve his dream. When Prabhu decides to reveal his feelings for Yazhini, she breaks the news about Karuppu who helped her many years ago when she was abandoned as a child during the war and also helped her reach India. Yazhini requests Prabhu to go find and talk to Karuppu about her love for Karuppu. Prabhu hides his love and sets...",Romance
"Chandra Mukhi , a princess of a heavenly kingdom reached Earth in search of her Magical leaf meets Raja Rai and how she influence the life of him and of course, hers form the Climax.",Romance
"The film opens in 1991, with the funeral of a World War II veteran. The man's daughter Marie delivers the eulogy to a church full of veterans who knew and loved her father, while her mother Ethel Ann is sitting out on the church porch, smoking and nursing a hangover. When Ethel Ann begins acting strangely, only her friend Jack seems to understand why. It quickly emerges that there is a lot Marie does not know about her mother's past and the true story of her love life. The movie flips to a time when this mother was young, lively, and optimistic . She is in love with a young farmer, Teddy Gordon , who goes off to war with his best friends Jack ([[Gregory Smith and Chuck , but not all of them make it back alive. The plot lines intertwine with the story of a young Ulsterman in...",Romance
"Children of Glory commemorates Hungary's Revolution of 1956 and the Blood in the Water match. Taking place in Budapest and at the Melbourne Olympic Games in October and November of that year, the film takes viewers into the passion and sadness of one of the most dramatic popular revolts of the twentieth century. In the same year Soviet tanks were violently suppressing the Revolution within Hungary, the Hungarian water polo team was winning over the Soviets in the Olympic pool in Melbourne, in what is sometimes described as the bloodiest water polo match in history. While telling the story of 1956 in part through fictional lead characters, the film-makers simultaneously recreated many of the key public events of the Revolution, including the huge demonstrations and the fighting in the streets of Budapest.",Romance
"14-year-old Danny O'Neil is madly in love with his teacher, Miss Peggy Noble . Given the fact that she is engaged to the cold-tempered and vicious gym teacher, Roy Kilton , who is nicknamed Jackjaw for his constant threat of breaking his pupils' jaws, Danny goes through his school days somewhat uninspired and suffers in silence. One day, he oversees his geeky friend Lloyd Duffy , who happens to live next door with his uncle Herb and aunt May , growing fruits with an experimental growth accelerator. Danny becomes enthusiastic of turning himself into a grown man with the same machine, in order to break up Miss Noble's engagement, as well as convincing her to give him a chance. Lloyd is reluctant to help him out, aware of everything that could go wrong, so Danny secretly uses the machine at night. He saw that the timing was perfect, considering that...",Romance
"The film begins with a voice over explaining the ""cause"" of the filmmakers in attempting to expose a ""crual custom"" that exists in the rural areas of the Punjab where women are married off to the Quran so that the landowning family doesn't have to part with any of its wealth. The action is based around the rural haveli of Vadda Saeen - the family elder, and his wife. They live in their sprawling estate together with the extended family that is usually warring with one another. There are also legions of slaves who devote themselves to the Vadda Saeen and show their love for their Saeen by kissing and nuzzling his feet! The house contains two warring ""bahu's"", the benign, kindhearted widow Naghma and the Wicked-Super-Dyke-from-Hell Bahar. Naghma has a demented son, Babar Ali who shoots people for fun and a daughter, Saima, an overgrown 35-year-old teenager with an...",Romance
"Vishnu is the regional manager in a travels company and he is a bachelor. His friends and relatives try to get him to be married, but Vishnu has seven conditions for his future wife, including strange ones such as knowing Carnatic music, Hindi, and Chinese and Western cooking. So his friend Krishnankutty does many cunning things to make Vishnu get married to Lathika .After that they both get married.But the real problems begin there.",Romance
"Pierre Martel , a young Parisian businessman, is brought to financial ruin and disgrace through the extravagant lifestyle that he pursues with his lover Florence . Forced to leave the country, he joins the Foreign Legion, as Pierre Muller, and seeks to submerge his own despair in a new life in North Africa alongside other unhappy refugees such as the Russian Nicolas . When not on campaign, they lodge in a cheap hotel run by the greedy and lecherous Clément and his sadly stoical wife Blanche , who passes the time by reading the cards to tell her customers their fortunes. When Pierre encounters Irma working in a local bar as a singer and a prostitute, he finds her almost identical to his former lover Florence, except for her voice and the colour of her hair. Irma is vague about her past and Pierre becomes ever more obsessed with the...",Romance
"It’s midnight, and Jeanne is awakened by wails of pain, coming from another room. Slowly, she pulls herself out of bed and goes to the source; her autistic teenage daughter Mandy . Mandy is suffering an anxiety attack, as she has almost every night for months. Jeanne instructs her daughter to “use her strategies.” Finally, Jeanne distracts her out of this fit by singing a familiar lullaby: “Lady bug, lady bug, fly away home.” The next morning, Jeanne struggles to dress her 15 year-old daughter, who can’t yet do so by herself, and to board her onto the awaiting school bus. Afterwards, she walks their family beagle, while receiving a cell phone call from her free-lance business partner, Sue . They’re under pressure to deliver a high-profile cost analysis report to a major client. Jeanne jumps into the task with characteristic determination. Despite Sue’s protest, Jeanne promises the client they...",Romance
"Rahul ([[Dev & Ria met as they are independently travelling to Siliguri. Ria is running away to meet her boyfriend while Rahul’s reason is sell his steal. The destination however for both are the hills of Darjeeling. Rahul and Ria are bound by fate here onwards. They knowingly steps into each other's life as well as behind each other’s back as they travel, as Rahul hides his steal in Ria’s bag. It gets into the hands of a thief…… For Rahul the steal is the only hope, and that is something Ria realizes on visiting Rahul’s family.Things take a turn around when Ria is heart broken, as her relationship with her boyfriend falls apart. She offers to aid Rahul one hand and makes a deal with her father on the other. As things falls into place for one. The world shatters for the other. Couples are made in heaven…… Love...",Romance
"634 A.D.:Though General Amdar is able to win the Siege of Damascus for his ruler Khalid ibn al-Walid, he is made an enemy of the State. Amdar escapes and steals a scimitar made of Damascus steel. He leads an alliance of Sinbad without his ship, Aladdin without his lamp, Sheherazade, and Ali Baba his 40 thieves to depose Khalid and win the heart of Princess Zafir.",Romance
A mental patient who believes himself to be Jesus escapes from a mental institution and travels to Seoul planning to save the city from judgment.Synopsis from {{cite web}},Romance
"Tefeeda is a girl who leaves her brother-in-law, who was forcing her to steal. She hides with a friend who lives with three young men, and one of them, starts flirting with her, but she resists him. She marries her friend after the man tries to separate them several times. The story climaxes with a myterious murder investigation.",Romance
"Two high school seniors from different social groups go on a date. He begins to fall for her when she resists his amorous advances and decides they should get married immediately. Both sets of parents object to the sudden nature of the proposal. He talks her into going to Mexico to get married, but they finally decide it is best to wait until they are older.",Romance
"JB is a wealthy industrialist who decides to take a break at his Simla home away from business concerns. He lands there to find that his caretaker has rented his house to Geeta's 's family, taken the rent and left for Kasi with his wife. His daughter Manorama and brother in law Nagesh are left in charge of the house and the guests. JB decides not to reveal his identity and pretends to be a wealthy man, Balu, willing to pay rent for a place in the house. Nagesh takes the money and gives him JB's room. He keeps playing practical jokes on Geetha hand they keep clashing. She brings her friends who are on a trip to Simla and tries to drive JB from the house. After he gets the friends on his side, she gets angry and tells her parents to get her married to Asokan, a relative...",Romance
"""Blackie"" Norton , a saloonkeeper and gambler in the notorious Barbary Coast, owns the Paradise Club on Pacific Street. He hires a promising but impoverished classically-trained singer from Benson, Colorado named Mary Blake , who becomes a star attraction at the Paradise. The Professor can tell Mary has a professionally trained voice. Mat feels Mary is not going to stay on the ""Coast."" Complications arise when she is offered an opportunity to sing in the opera. Mary is hired by the Tivoli Opera House on Market Street. She becomes involved with Nob Hill scion Jack Burley ([[Jack Holt . Meanwhile, Blackie's childhood friend, Roman Catholic Father Tim Mullen , keeps trying to reform him, while the other nightclub owners attempt to convince Norton to run for the City and County of San Francisco Board of Supervisors in order to protect their crooked interests. Norton knocks out a heckler during a...",Romance
"Set in the early 90s, Dana , a recently divorced young woman embarking on an acting career. Months earlier she met a young, charismatic, theater cast-mate, Jack in the Spring play at the local dinner theater. They seemingly look like good friends until flashbacks expose their history and brush with romance. Thus, ""can a man and woman really be ""just friends"". Only For You is a story about life, love, friendships, choices and believing in ourselves at all costs. It addresses the question: ""What happens when you find the right love at the wrong time?"" and it is a story about life, love, friendships, choices and believing in ourselves at all costs.",Romance
"Francis, a successful writer of crime novels arrives in Venice were he plans to write his next work. Looking for a place to rent, he meets Judith, a real state agent. She insists on showing him an isolated house on the island of Sant'Erasmo. Francis is smitten with Judith and acquiesces to rent the property if she moves with him. Eighteen months later, Francis and Judith are blissfully married and living together in Sant'Erasmo. However happiness is not conducive for him to write. Suffering from writer's block, he roams the streets and canals of Venice in search of inspiration. His daughter Alice visits, a young slightly lost single mother actress addict, and disappears suddenly without explanation. She abandons her ten year old daughter in the care of her father. Alarmed, Francis calls on a detective friend, Anna Maria, to try to track down his daughter. Alice is found to be...",Romance
"Shankar, a wealthy bachelor falls in love with Menaka, a middle class girl. Shankar's father oppose this relationship, as he wants his son to get married to Kalaranjini. Mohan Lal played Shankar's friend. The film had a tragic end and had songs.",Romance
"Ganesh is from a middle-class family. He makes several bids to obtain employment but all goes in vain due to his poor language skills and inadequate educational qualifications. All his friends settle in life, but he continues to struggle in finding employment. Ganesh has two faithful friends in Vasu ([[Srikanth , and Seenu ([[Sunil . His father , who is a teacher, is always critical of him for being an irresponsible person. This just added to his list of woes. At this juncture, Ganesh catches a glimpse of a woman named Keerthi , and immediately falls in love with her. He learns that she works for a software solutions firm. Luckily for him, Ganesh finally secures employment in the same firm. Keerthi eventually turns out to be a short-tempered young woman. On a business trip, Ganesh accompanies her along with two other colleagues ([[Jeeva , to Australia. Here he reveals...",Romance
"In the days leading up to the Russian Revolution, Stephen Locke , a minor British diplomat, watches rioting in the streets. Revolutionary Elena Moura shoots it out with a Cossack soldier; when she retreats onto the grounds of the consulate, the soldier follows, forcing Stephen to intervene to protect British extraterritoriality. After the Cossack leaves, Elena emerges; she and Steven are attracted to each other, but their politics clash. Elena departs. After the Russian Empire is overthrown and the Soviet Union is born, most of the Western diplomats evacuate. Stephen is left behind with just a servant, ""Poohbah"" Evans. Day after day, he waits with mounting frustration for instructions, passing the time with others in the same situation, American Bob Medill , Gaston LeFarge and Tito Del Val . His boredom is lifted when he meets Elena again. She is now an important member of the government, working for Commissioner...",Romance
"Shakthivel is the son of a wealthy industrialist and the managing director of Rajasekar Industries. His mother Kamala is suing the company because Shakthi insulted her for having an affair with the company auditor. To add to that, the girl he loved got married to someone else. Disgusted with life, he gets up and walks aimlessly, taking a bus to the Chennai Railway Station. There he boards the Pandian Express at night without a ticket and sits in gloom. Anjali is a college student who is going to her hometown Theni for vacation. Anjali is bubbly and talkative and thoroughly irritates Shakthi. She tells him of her plans to elope with her lover Gautham. At night, Shakthi leaves the train. Anjali wakes up to find him gone. Seeing him sitting on the platform, she gets off the train to bring him back. As a result she misses the train. She...",Romance
"Set in the 19th century, the plot centered around a man who is falsely accused murder. The Other Side of the Door was shot in Monterrey, Mexico.{{cite web}}",Romance
"Johnny Bhai is an amusing older married man with a heart of gold. Vijay is a young man who is in love with Sneha . Vijay and Sneha get married against the advice of both Dr Sheetal and Johnny Bhai and immediately begin to realize that the person they thought was perfect had flaws! Conflicts start invading their daily life. Vijay goes to Johnny Bhai but doesn’t like his advice. What Vijay wants is sympathy and comfort he gets sage advice from this experienced married man. Sneha seeks counsel with Dr Sheetal who advises her that problems of this type are to be expected. After all, Vijay does not beat her or go out with other women - he simply ignores her and argues! Sneha should do one good thing for her husband each day for a week without expecting anything back. Sneha takes her advice and starts a one-week...",Romance
"In the build-up to the Normandy landings, thousands of American troops descend upon England. Near a small Lancashire town, a large US Army base is established and soon houses the rambunctious ""Yanks"" as they are known to the English. On leave in the town, an Arizona man, Sergeant First Class Matt Dyson , encounters Jean Moreton while out to the cinema. She is the fiancée of a British soldier fighting overseas, and initially rebuffs his advances. He is quite persistent, and she was having her doubts about her relationship with her fiancé anyway. The handsome, brash American sergeant is in stark contrast to the restrained Englishmen she has known. Soon, she is keeping company with Matt, though it is largely platonic at first. For her part, Helen is a bit more worldly in her affairs. Captain John comes to her estate often, and a relationship develops. They are both married,...",Romance
"This folktale story is set in a village where Roopa , lives with her father, the village priest. As a young child, Roopa's right cheek was burned by a pot of oil, leaving part of her face disfigured. Henceforth, Roopa keeps her right cheek hidden under the cover of her Sari. Despite the terrible accident, Roopa remains religious and goes to the village Hindu temple daily, singing hymns and devotional songs. The protagonist Rajeev , is a dashing engineer who arrives in the village to oversee the construction of a major dam. He suffers from a fear of ugliness. He hears Roopa's religious singing and meets her, but somehow doesn't pay attention to her disfigured side, and falls in love with her. He then asks her father permission to marry her. After the wedding, he discovers the truth, and thinks that he was cheated and forced to marry someone else,...",Romance
"Jennie Logan and her husband Michael ([[Alan Feinstein are trying to salvage their marriage after Jennie finds out about Michael's infidelity. They move into an old Victorian house in rural New England. In the attic, Jennie, who is herself a Victorian at heart, finds an authentic Victorian white dress under a protective cover, thick with dust. The dress is intact save for one small tear in shoulder of the fabric. After having the dress repaired, Jennie decides to wear it and admires herself in the mirror in the attic. She begins experiencing excruciating headaches and the room starts swirling around her. When the headache ceases, she finds herself still up in the attic, in the dress, yet the attic is now an artist's studio, complete with Victorian artifacts. Upon hearing muffled sounds from below, she hears a woman scream, as a man's voice downstairs is yelling, ""Pamela."" Terrified, Jennie shuts...",Romance
"Thyagarajan and Kamala aer in love and are separated due to unforeseen events in their lives. Kamala has moved to New Delhi and is married off to a philandering husband who has no affection for her. Years later, Thyagarajan joins an office in a managing role and to his surprise finds Kamala works under him. As time rolls Kamala comes to know that Thyagarajan’s wife has deserted him for his close friend Mohan. The erstwhile lovers unhappy in their personal lives start giving emotional support to each other. The rest of the story unveils does Kamala and Thyagarajan find happiness in their life or remain unhappy.",Romance
"In 1943, a WREN and an RAF pilot meet at an auction of Rohan family heirlooms, now all being sold off after the last of the Rohan male line was killed at Dunkirk. After the RAF pilot inadvertently casts aspersions on the Rohan family, the WREN reveals that the last male Rohan was in fact her brother. The RAF man apologises, and reveals that his family are connected to the Rohans in a way, and so they arrange to meet for lunch and at the auction the following day. Back in the Regency period, a new teacher arrives at Miss Patchett's school for young ladies at Bath. This is Hesther , whose family in Manchester has fallen on hard times and are being done a favor by Miss Patchett. She, however, resents living off charity and so she soon afterwards comes into friction with Clarissa , a minor heiress who...",Romance
